Year,Month,Category,Material Type,Weight (lbs)
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,1380
2016,Jun,Landfill,L-Landfill,1380
2016,Jun,Landfill,L-Landfill,17120
2016,Jun,Landfill,L-Landfill,17840
2016,Jun,Landfill,L-Landfill,4480
2016,Jun,Landfill,L-Landfill,11120
2016,Jun,Landfill,L-Landfill,14260
2016,Jun,Landfill,L-Landfill,13280
2016,Jun,Landfill,L-Landfill,17560
2016,Jun,Landfill,L-Landfill,16200
2016,Jun,Landfill,L-Landfill,13680
2016,Jun,Landfill,L-Landfill,1104
2016,Jun,Landfill,L-Landfill,1104
2016,Jun,Landfill,L-Landfill,1656
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Jun,Landfill,L-Landfill,2760
2016,Mar,Landfill,L-Landfill,552
2016,Mar,Landfill,L-Landfill,15640
2016,Mar,Landfill,L-Landfill,16920
2016,Mar,Landfill,L-Landfill,12780
2016,Mar,Landfill,L-Landfill,16220
2016,Mar,Landfill,L-Landfill,11380
2016,Mar,Landfill,L-Landfill,14720
2016,Mar,Landfill,L-Landfill,12220
2016,Mar,Landfill,L-Landfill,22300
2016,Mar,Landfill,L-Landfill,1104
2016,Mar,Landfill,L-Landfill,1104
2016,Mar,Landfill,L-Landfill,1656
2016,May,Landfill,L-Landfill,552
2016,May,Landfill,L-Landfill,14580
2016,May,Landfill,L-Landfill,14580
2016,May,Landfill,L-Landfill,13580
2016,May,Landfill,L-Landfill,14700
2016,May,Landfill,L-Landfill,12660
2016,May,Landfill,L-Landfill,14560
2016,May,Landfill,L-Landfill,15760
2016,May,Landfill,L-Landfill,19680
2016,May,Landfill,L-Landfill,7280
2016,May,Landfill,L-Landfill,1104
2016,May,Landfill,L-Landfill,1104
2016,May,Landfill,L-Landfill,1656
2016,Nov,Landfill,L-Landfill,552
2016,Nov,Landfill,L-Landfill,552
2016,Nov,Landfill,L-Landfill,13520
2016,Nov,Landfill,L-Landfill,15900
2016,Nov,Landfill,L-Landfill,13400
2016,Nov,Landfill,L-Landfill,13140
2016,Nov,Landfill,L-Landfill,13920
2016,Nov,Landfill,L-Landfill,16700
2016,Nov,Landfill,L-Landfill,12060
2016,Nov,Landfill,L-Landfill,12240
2016,Oct,Landfill,L-Landfill,"121,820"
2016,Sep,Landfill,L-Landfill,552
2016,Sep,Landfill,L-Landfill,8580
2016,Sep,Landfill,L-Landfill,13000
2016,Sep,Landfill,L-Landfill,12580
2016,Sep,Landfill,L-Landfill,8060
2016,Sep,Landfill,L-Landfill,12400
2016,Sep,Landfill,L-Landfill,14860
2016,Sep,Landfill,L-Landfill,14140
2016,Sep,Landfill,L-Landfill,11160
2016,Sep,Landfill,L-Landfill,13880
2016,Sep,Landfill,L-Landfill,1104
2016,Sep,Landfill,L-Landfill,1104
2016,Sep,Landfill,L-Landfill,1656
2016,Apr,Recycle,R-Mixed recycling,"108,732"
2016,Apr,Recycle,R-Mixed recycling,2096
2016,Apr,Recycle,R-Mixed recycling,2096
2016,Apr,Recycle,R-Mixed recycling,1048
2016,Apr,Recycle,R-Mixed recycling,3144
2016,Aug,Recycle,R-Mixed recycling,"67,842"
2016,Aug,Recycle,R-Mixed recycling,2096
2016,Aug,Recycle,R-Mixed recycling,2096
2016,Aug,Recycle,R-Mixed recycling,3144
2016,Aug,Recycle,R-Mixed recycling,4192
2016,Dec,Recycle,R-Mixed recycling,"46,243"
2016,Dec,Recycle,R-Mixed recycling,9320
2016,Dec,Recycle,R-Mixed recycling,11060
2016,Dec,Recycle,R-Mixed recycling,12020
2016,Dec,Recycle,R-Mixed recycling,7760
2016,Dec,Recycle,R-Mixed recycling,6420
2016,Dec,Recycle,R-Mixed recycling,9520
2016,Dec,Recycle,R-Mixed recycling,2096
2016,Dec,Recycle,R-Mixed recycling,2096
2016,Dec,Recycle,R-Mixed recycling,2096
2016,Dec,Recycle,R-Mixed recycling,3144
2016,Feb,Recycle,R-E-waste,4266
2016,Feb,Recycle,R-Paper,11420
2016,Feb,Recycle,R-Metal,4440
2016,Feb,Recycle,R-Plastic,28600
2016,Feb,Recycle,R-Cardboard,26360
2016,Feb,Recycle,R-Mixed recycling,11420
2016,Feb,Recycle,R-Mixed recycling,"95,722"
2016,Feb,Recycle,R-Mixed recycling,2096
2016,Feb,Recycle,R-Mixed recycling,2096
2016,Feb,Recycle,R-Mixed recycling,1048
2016,Feb,Recycle,R-Mixed recycling,393
2016,Feb,Recycle,R-Mixed recycling,3144
2016,Feb,Recycle,R-Mixed recycling,3144
2016,Jan,Recycle,R-E-waste,4295
2016,Jan,Recycle,R-Paper,7620
2016,Jan,Recycle,R-Plastic,30020
2016,Jan,Recycle,R-Cardboard,31040
2016,Jan,Recycle,R-Mixed recycling,7620
2016,Jan,Recycle,R-Mixed recycling,"90,023"
2016,Jan,Recycle,R-Mixed recycling,2096
2016,Jan,Recycle,R-Mixed recycling,2096
2016,Jan,Recycle,R-Mixed recycling,1048
2016,Jan,Recycle,R-Mixed recycling,1572
2016,Jul,Recycle,R-Mixed recycling,"87,272"
2016,Jul,Recycle,R-Mixed recycling,2096
2016,Jul,Recycle,R-Mixed recycling,2096
2016,Jul,Recycle,R-Mixed recycling,3144
2016,Jul,Recycle,R-Mixed recycling,3144
2016,Jun,Recycle,R-Mixed recycling,"99,460"
2016,Jun,Recycle,R-Mixed recycling,2096
2016,Jun,Recycle,R-Mixed recycling,2096
2016,Jun,Recycle,R-Mixed recycling,1048
2016,Jun,Recycle,R-Mixed recycling,3144
2016,Mar,Recycle,R-E-waste,2112
2016,Mar,Recycle,R-Paper,12780
2016,Mar,Recycle,R-Plastic,33140
2016,Mar,Recycle,R-Cardboard,27120
2016,Mar,Recycle,R-Mixed recycling,9860
2016,Mar,Recycle,R-Mixed recycling,"95,130"
2016,Mar,Recycle,R-Mixed recycling,2096
2016,Mar,Recycle,R-Mixed recycling,2096
2016,Mar,Recycle,R-Mixed recycling,1048
2016,Mar,Recycle,R-Mixed recycling,3144
2016,May,Recycle,R-Mixed recycling,"128,161"
2016,May,Recycle,R-Mixed recycling,2096
2016,May,Recycle,R-Mixed recycling,2096
2016,May,Recycle,R-Mixed recycling,1048
2016,May,Recycle,R-Mixed recycling,3144
2016,Nov,Recycle,R-Mixed recycling,8300
2016,Nov,Recycle,R-Mixed recycling,10080
2016,Nov,Recycle,R-Mixed recycling,8720
2016,Nov,Recycle,R-Mixed recycling,9220
2016,Nov,Recycle,R-Mixed recycling,10180
2016,Nov,Recycle,R-Mixed recycling,11140
2016,Nov,Recycle,R-Mixed recycling,6600
2016,Nov,Recycle,R-Mixed recycling,11000
2016,Nov,Recycle,R-Mixed recycling,"8,783"
2016,Oct,Recycle,R-E-waste,4033
2016,Oct,Recycle,R-Mixed recycling,"99,574"
2016,Sep,Recycle,R-Mixed recycling,"95,430"
2016,Sep,Recycle,R-Mixed recycling,2096
2016,Sep,Recycle,R-Mixed recycling,2096
2016,Sep,Recycle,R-Mixed recycling,1048
2016,Sep,Recycle,R-Mixed recycling,3144
2016,Apr,Reuse,D-Food Recovery Network,790
2016,Aug,Reuse,D-Food Recovery Network,357
2016,Dec,Reuse,D-Food Recovery Network,235
2016,Feb,Reuse,D-Food Recovery Network,629
2016,Jan,Reuse,D-Food Recovery Network,472
2016,Jul,Reuse,D-Food Recovery Network,392.5
2016,Jun,Reuse,D-Food Recovery Network,417.5
2016,Jun,Reuse,D-Donations,12333
2016,Mar,Reuse,D-Food Recovery Network,611
2016,May,Reuse,D-Food Recovery Network,574
2016,Nov,Reuse,D-Food Recovery Network,540.6
2016,Oct,Reuse,D-Food Recovery Network,1086.9
2016,Sep,Reuse,D-Food Recovery Network,864
2016,May,Reuse,D-Swap For Good,230
2017,Apr,Compost,C-Yardwaste,17580
2017,Apr,Compost,C-Yardwaste,12660
2017,Apr,Compost,C-Yardwaste,14860
2017,Apr,Compost,C-Foodscraps,72000
2017,Apr,Compost,C-Organics,48600
2017,Aug,Compost,C-Yardwaste,12620
2017,Aug,Compost,C-Yardwaste,13200
2017,Aug,Compost,C-Yardwaste,9620
2017,Aug,Compost,C-Yardwaste,9580
2017,Aug,Compost,C-Foodscraps,72000
2017,Aug,Compost,C-Organics,48600
2017,Feb,Compost,C-Yardwaste,10700
2017,Feb,Compost,C-Yardwaste,10500
2017,Feb,Compost,C-Yardwaste,7900
2017,Feb,Compost,C-Yardwaste,11660
2017,Feb,Compost,C-Yardwaste,8840
2017,Feb,Compost,C-Foodscraps,72000
2017,Feb,Compost,C-Organics,48600
2017,Jan,Compost,C-Yardwaste,61680
2017,Jan,Compost,C-Foodscraps,72000
2017,Jan,Compost,C-Organics,48600
2017,Jul,Compost,C-Yardwaste,7280
2017,Jul,Compost,C-Yardwaste,7740
2017,Jul,Compost,C-Yardwaste,12920
2017,Jul,Compost,C-Yardwaste,7040
2017,Jul,Compost,C-Yardwaste,9120
2017,Jul,Compost,C-Foodscraps,72000
2017,Jul,Compost,C-Organics,48600
2017,Jun,Compost,C-Foodscraps,72000
2017,Jun,Compost,C-Yardwaste,6960
2017,Jun,Compost,C-Yardwaste,7260
2017,Jun,Compost,C-Yardwaste,10020
2017,Jun,Compost,C-Yardwaste,3200
2017,Jun,Compost,C-Yardwaste,9200
2017,Jun,Compost,C-Organics,48600
2017,Mar,Compost,C-Yardwaste,11520
2017,Mar,Compost,C-Yardwaste,9700
2017,Mar,Compost,C-Yardwaste,9340
2017,Mar,Compost,C-Foodscraps,72000
2017,Mar,Compost,C-Organics,48600
2017,May,Compost,C-Yardwaste,12340
2017,May,Compost,C-Yardwaste,15040
2017,May,Compost,C-Yardwaste,11980
2017,May,Compost,C-Foodscraps,72000
2017,May,Compost,C-Organics,48600
2017,Nov,Compost,C-Yardwaste,14000
2017,Nov,Compost,C-Yardwaste,10000
2017,Nov,Compost,C-Yardwaste,15520
2017,Nov,Compost,C-Yardwaste,10440
2017,Nov,Compost,C-Foodscraps,72000
2017,Nov,Compost,C-Organics,48600
2017,Oct,Compost,C-Yardwaste,8340
2017,Oct,Compost,C-Yardwaste,13080
2017,Oct,Compost,C-Yardwaste,8760
2017,Oct,Compost,C-Yardwaste,10400
2017,Oct,Compost,C-Foodscraps,72000
2017,Oct,Compost,C-Organics,48600
2017,Sep,Compost,C-Yardwaste,8560
2017,Sep,Compost,C-Yardwaste,15340
2017,Sep,Compost,C-Yardwaste,9520
2017,Sep,Compost,C-Yardwaste,11140
2017,Sep,Compost,C-Foodscraps,72000
2017,Sep,Compost,C-Organics,48600
2017,Dec,Compost,C-Yardwaste,12200
2017,Dec,Compost,C-Yardwaste,7280
2017,Dec,Compost,C-Yardwaste,9420
2017,Dec,Compost,C-Yardwaste,7700
2017,Dec,Compost,C-Foodscraps,72000
2017,Dec,Compost,C-Organics,48600
2017,Jan,Landfill,L-Landfill,552
2017,Jan,Landfill,L-Landfill,552
2017,Jan,Landfill,L-Landfill,8920
2017,Jan,Landfill,L-Landfill,7120
2017,Jan,Landfill,L-Landfill,14100
2017,Jan,Landfill,L-Landfill,6760
2017,Jan,Landfill,L-Landfill,16940
2017,Jan,Landfill,L-Landfill,13840
2017,Jan,Landfill,L-Landfill,15520
2017,Jan,Landfill,L-Landfill,13780
2017,Jan,Landfill,L-Landfill,1104
2017,Jan,Landfill,L-Landfill,1104
2017,Jan,Landfill,L-Landfill,1656
2017,Feb,Landfill,L-Landfill,552
2017,Feb,Landfill,L-Landfill,552
2017,Feb,Landfill,L-Landfill,13020
2017,Feb,Landfill,L-Landfill,13260
2017,Feb,Landfill,L-Landfill,14620
2017,Feb,Landfill,L-Landfill,13060
2017,Feb,Landfill,L-Landfill,11220
2017,Feb,Landfill,L-Landfill,7760
2017,Feb,Landfill,L-Landfill,19820
2017,Feb,Landfill,L-Landfill,14620
2017,Feb,Landfill,L-Landfill,1104
2017,Feb,Landfill,L-Landfill,1104
2017,Feb,Landfill,L-Landfill,1656
2017,Feb,Landfill,L-Landfill,828
2017,Mar,Landfill,L-Landfill,552
2017,Mar,Landfill,L-Landfill,552
2017,Mar,Landfill,L-Landfill,11800
2017,Mar,Landfill,L-Landfill,14140
2017,Mar,Landfill,L-Landfill,18700
2017,Mar,Landfill,L-Landfill,9240
2017,Mar,Landfill,L-Landfill,15280
2017,Mar,Landfill,L-Landfill,13080
2017,Mar,Landfill,L-Landfill,14200
2017,Mar,Landfill,L-Landfill,14020
2017,Mar,Landfill,L-Landfill,9400
2017,Mar,Landfill,L-Landfill,1104
2017,Mar,Landfill,L-Landfill,1104
2017,Mar,Landfill,L-Landfill,1656
2017,Mar,Landfill,L-Landfill,1656
2017,Apr,Landfill,L-Landfill,552
2017,Apr,Landfill,L-Landfill,552
2017,Apr,Landfill,L-Landfill,8020
2017,Apr,Landfill,L-Landfill,11440
2017,Apr,Landfill,L-Landfill,14200
2017,Apr,Landfill,L-Landfill,12080
2017,Apr,Landfill,L-Landfill,10060
2017,Apr,Landfill,L-Landfill,21080
2017,Apr,Landfill,L-Landfill,11640
2017,Apr,Landfill,L-Landfill,16980
2017,Apr,Landfill,L-Landfill,1104
2017,Apr,Landfill,L-Landfill,1104
2017,Apr,Landfill,L-Landfill,1656
2017,May,Landfill,L-Landfill,552
2017,May,Landfill,L-Landfill,552
2017,May,Landfill,L-Landfill,9780
2017,May,Landfill,L-Landfill,12860
2017,May,Landfill,L-Landfill,12040
2017,May,Landfill,L-Landfill,16220
2017,May,Landfill,L-Landfill,15720
2017,May,Landfill,L-Landfill,16000
2017,May,Landfill,L-Landfill,11720
2017,May,Landfill,L-Landfill,14820
2017,May,Landfill,L-Landfill,8840
2017,May,Landfill,L-Landfill,1104
2017,May,Landfill,L-Landfill,2208
2017,May,Landfill,L-Landfill,1656
2017,May,Landfill,L- Recycling Residual,15291
2017,Jun,Landfill,L-Landfill,552
2017,Jun,Landfill,L-Landfill,552
2017,Jun,Landfill,L-Landfill,4000
2017,Jun,Landfill,L-Landfill,3280
2017,Jun,Landfill,L-Landfill,3760
2017,Jun,Landfill,L-Landfill,5460
2017,Jun,Landfill,L-Landfill,5420
2017,Jun,Landfill,L-Landfill,6960
2017,Jun,Landfill,L-Landfill,7340
2017,Jun,Landfill,L-Landfill,4860
2017,Jun,Landfill,L-Landfill,3600
2017,Jun,Landfill,L-Landfill,7340
2017,Jun,Landfill,L-Landfill,14120
2017,Jun,Landfill,L-Landfill,12140
2017,Jun,Landfill,L-Landfill,13220
2017,Jun,Landfill,L-Landfill,12640
2017,Jun,Landfill,L-Landfill,6720
2017,Jun,Landfill,L-Landfill,7220
2017,Jun,Landfill,L-Landfill,10280
2017,Jun,Landfill,L-Landfill,21280
2017,Jun,Landfill,L-Landfill,12540
2017,Jun,Landfill,L-Landfill,16440
2017,Jun,Landfill,L-Landfill,19540
2017,Jun,Landfill,L-Landfill,1104
2017,Jun,Landfill,L-Landfill,2208
2017,Jun,Landfill,L-Landfill,1656
2017,Jun,Landfill,L- Recycling Residual,11082
2017,Jul,Landfill,L-Landfill,552
2017,Jul,Landfill,L-Landfill,552
2017,Jul,Landfill,L-Landfill,10880
2017,Jul,Landfill,L-Landfill,11120
2017,Jul,Landfill,L-Landfill,18760
2017,Jul,Landfill,L-Landfill,13300
2017,Jul,Landfill,L-Landfill,1104
2017,Jul,Landfill,L-Landfill,2208
2017,Jul,Landfill,L-Landfill,1656
2017,Jul,Landfill,L- Recycling Residual,7708
2017,Aug,Landfill,L-Landfill,552
2017,Aug,Landfill,L-Landfill,552
2017,Aug,Landfill,L-Landfill,14780
2017,Aug,Landfill,L-Landfill,13740
2017,Aug,Landfill,L-Landfill,12320
2017,Aug,Landfill,L-Landfill,11340
2017,Aug,Landfill,L-Landfill,1104
2017,Aug,Landfill,L-Landfill,2208
2017,Aug,Landfill,L-Landfill,1656
2017,Aug,Landfill,L- Recycling Residual,12553
2017,Sep,Landfill,L-Landfill,11460
2017,Sep,Landfill,L-Landfill,9240
2017,Sep,Landfill,L-Landfill,12620
2017,Sep,Landfill,L-Landfill,16480
2017,Sep,Landfill,L-Landfill,11080
2017,Sep,Landfill,L-Landfill,15880
2017,Sep,Landfill,L-Landfill,11560
2017,Sep,Landfill,L-Landfill,552
2017,Sep,Landfill,L-Landfill,552
2017,Sep,Landfill,L-Landfill,1104
2017,Sep,Landfill,L-Landfill,2208
2017,Sep,Landfill,L-Landfill,1656
2017,Sep,Landfill,L- Recycling Residual,12454
2017,Oct,Landfill,L-Landfill,552
2017,Oct,Landfill,L-Landfill,552
2017,Oct,Landfill,L-Landfill,11620
2017,Oct,Landfill,L-Landfill,12380
2017,Oct,Landfill,L-Landfill,11500
2017,Oct,Landfill,L-Landfill,15520
2017,Oct,Landfill,L-Landfill,10360
2017,Oct,Landfill,L-Landfill,13560
2017,Oct,Landfill,L-Landfill,10220
2017,Oct,Landfill,L-Landfill,13380
2017,Oct,Landfill,L-Landfill,10160
2017,Oct,Landfill,L-Landfill,1104
2017,Oct,Landfill,L-Landfill,2208
2017,Oct,Landfill,L-Landfill,1656
2017,Oct,Landfill,L-Landfill,1104
2017,Oct,Landfill,L- Recycling Residual,17815
2017,Nov,Landfill,L-Landfill,552
2017,Nov,Landfill,L-Landfill,552
2017,Nov,Landfill,L-Landfill,16320
2017,Nov,Landfill,L-Landfill,9980
2017,Nov,Landfill,L-Landfill,13640
2017,Nov,Landfill,L-Landfill,14260
2017,Nov,Landfill,L-Landfill,15180
2017,Nov,Landfill,L-Landfill,14880
2017,Nov,Landfill,L-Landfill,5600
2017,Nov,Landfill,L-Landfill,5560
2017,Nov,Landfill,L-Landfill,1104
2017,Nov,Landfill,L-Landfill,2208
2017,Nov,Landfill,L-Landfill,1656
2017,Nov,Landfill,L- Recycling Residual,15808
2017,Dec,Landfill,L-Landfill,1104
2017,Dec,Landfill,L-Landfill,11360
2017,Dec,Landfill,L-Landfill,10160
2017,Dec,Landfill,L-Landfill,15860
2017,Dec,Landfill,L-Landfill,14580
2017,Dec,Landfill,L-Landfill,11780
2017,Dec,Landfill,L-Landfill,9220
2017,Dec,Landfill,L-Landfill,552
2017,Dec,Landfill,L-Landfill,552
2017,Dec,Landfill,L-Landfill,1104
2017,Dec,Landfill,L-Landfill,2208
2017,Dec,Landfill,L-Landfill,1656
2017,Dec,Landfill,L- Recycling Residual,8287
2017,Apr,Recycle,R-E-waste,3611
2017,Apr,Recycle,R-Mixed recycling,2096
2017,Apr,Recycle,R-Mixed recycling,4192
2017,Apr,Recycle,R-Mixed recycling,1048
2017,Apr,Recycle,R-Mixed recycling,3144
2017,Apr,Recycle,R-Mixed recycling,7580
2017,Apr,Recycle,R-Mixed recycling,13020
2017,Apr,Recycle,R-Mixed recycling,11040
2017,Apr,Recycle,R-Mixed recycling,12120
2017,Apr,Recycle,R-Mixed recycling,5140
2017,Apr,Recycle,R-Mixed recycling,12120
2017,Apr,Recycle,R-Mixed recycling,7380
2017,Apr,Recycle,R-Mixed recycling,10080
2017,Apr,Recycle,R-Confidential shredding,"4,650"
2017,Aug,Recycle,R-E-waste,3725
2017,Aug,Recycle,R-E-waste,3186
2017,Aug,Recycle,R-Mixed recycling,2096
2017,Aug,Recycle,R-Mixed recycling,4192
2017,Aug,Recycle,R-Mixed recycling,1048
2017,Aug,Recycle,R-Mixed recycling,3144
2017,Feb,Recycle,R-Mixed recycling,2096
2017,Feb,Recycle,R-Mixed recycling,2096
2017,Feb,Recycle,R-Mixed recycling,1048
2017,Feb,Recycle,R-Mixed recycling,3144
2017,Feb,Recycle,R-Mixed recycling,3144
2017,Feb,Recycle,R-Confidential shredding,7262.75
2017,Feb,Recycle,R-Mixed recycling,8860
2017,Feb,Recycle,R-Mixed recycling,10940
2017,Feb,Recycle,R-Mixed recycling,7160
2017,Feb,Recycle,R-Mixed recycling,8860
2017,Feb,Recycle,R-Mixed recycling,6420
2017,Feb,Recycle,R-Mixed recycling,5660
2017,Feb,Recycle,R-Mixed recycling,17340
2017,Feb,Recycle,R-Mixed recycling,12120
2017,Jan,Recycle,R-Mixed recycling,8540
2017,Jan,Recycle,R-Mixed recycling,4880
2017,Jan,Recycle,R-Mixed recycling,12800
2017,Jan,Recycle,R-Mixed recycling,5020
2017,Jan,Recycle,R-Mixed recycling,10780
2017,Jan,Recycle,R-Mixed recycling,12320
2017,Jan,Recycle,R-Mixed recycling,8660
2017,Jan,Recycle,R-Mixed recycling,2096
2017,Jan,Recycle,R-Mixed recycling,2096
2017,Jan,Recycle,R-Mixed recycling,1048
2017,Jan,Recycle,R-Mixed recycling,3144
2017,Jan,Recycle,R-Confidential shredding,8762.24
2017,Jul,Recycle,R-Mixed recycling,2096
2017,Jul,Recycle,R-Mixed recycling,4192
2017,Jul,Recycle,R-Mixed recycling,1048
2017,Jul,Recycle,R-Mixed recycling,3144
2017,Jun,Recycle,R-Mixed recycling,2096
2017,Jun,Recycle,R-Mixed recycling,4192
2017,Jun,Recycle,R-Mixed recycling,1048
2017,Jun,Recycle,R-Mixed recycling,3144
2017,Jun,Recycle,R-E-waste,3490
2017,Mar,Recycle,R-Mixed recycling,8440
2017,Mar,Recycle,R-Mixed recycling,10020
2017,Mar,Recycle,R-Mixed recycling,2096
2017,Mar,Recycle,R-Mixed recycling,2096
2017,Mar,Recycle,R-Mixed recycling,1048
2017,Mar,Recycle,R-Mixed recycling,3144
2017,Mar,Recycle,R-E-waste,2700
2017,Mar,Recycle,R-Mixed recycling,10300
2017,Mar,Recycle,R-Mixed recycling,13200
2017,Mar,Recycle,R-Mixed recycling,8060
2017,Mar,Recycle,R-Mixed recycling,12400
2017,Mar,Recycle,R-Mixed recycling,12840
2017,Mar,Recycle,R-Mixed recycling,7240
2017,Mar,Recycle,R-Confidential shredding,"5,925"
2017,May,Recycle,R-Mixed recycling,2096
2017,May,Recycle,R-Mixed recycling,4192
2017,May,Recycle,R-Mixed recycling,1048
2017,May,Recycle,R-Mixed recycling,3144
2017,May,Recycle,R-Confidential shredding,"4,275"
2017,Nov,Recycle,R-Mixed recycling,2096
2017,Nov,Recycle,R-Mixed recycling,4192
2017,Nov,Recycle,R-Mixed recycling,1048
2017,Nov,Recycle,R-Mixed recycling,3144
2017,Nov,Recycle,R-E-waste,2503
2017,Oct,Recycle,R-Confidential shredding,8052.24
2017,Oct,Recycle,R-Mixed recycling,2096
2017,Oct,Recycle,R-Mixed recycling,4192
2017,Oct,Recycle,R-Mixed recycling,1048
2017,Oct,Recycle,R-Mixed recycling,3144
2017,Sep,Recycle,R-Confidential shredding,6653.52
2017,Sep,Recycle,R-Mixed recycling,2096
2017,Sep,Recycle,R-Mixed recycling,4192
2017,Sep,Recycle,R-Mixed recycling,1048
2017,Sep,Recycle,R-Mixed recycling,3144
2017,Sep,Recycle,R-E-waste,2561
2017,Aug,Recycle,R-Confidential shredding,7650
2017,Jul,Recycle,R-Confidential shredding,6375
2017,Jun,Recycle,R-Confidential shredding,11175
2017,Nov,Recycle,R-Mixed recycling,2096
2017,Jan,Recycle,R-Mixed recycling,2096
2017,Feb,Recycle,R-Mixed recycling,1048
2017,Apr,Recycle,R-Mixed recycling,3144
2017,May,Recycle,R-Cardboard,28902
2017,May,Recycle,R-Paper,24178
2017,May,Recycle,R-Glass,3363
2017,May,Recycle,R-Plastic,3122
2017,May,Recycle,R-Plastic,881
2017,May,Recycle,R-Metal,2882
2017,May,Recycle,R-Metal,320
2017,May,Recycle,R-Plastic,1121
2017,Jun,Recycle,R-Cardboard,"20,945"
2017,Jun,Recycle,R-Paper,17522
2017,Jun,Recycle,R-Glass,2437
2017,Jun,Recycle,R-Plastic,2263
2017,Jun,Recycle,R-Plastic,638
2017,Jun,Recycle,R-Metal,2089
2017,Jun,Recycle,R-Metal,232
2017,Jun,Recycle,R-Plastic,812
2017,Jul,Recycle,R-Cardboard,"14,976"
2017,Jul,Recycle,R-Paper,12437
2017,Jul,Recycle,R-Glass,589
2017,Jul,Recycle,R-Plastic,1637
2017,Jul,Recycle,R-Plastic,718
2017,Jul,Recycle,R-Metal,994
2017,Jul,Recycle,R-Metal,166
2017,Jul,Recycle,R-Plastic,515
2017,Aug,Recycle,R-Cardboard,"24,390"
2017,Aug,Recycle,R-Paper,20255
2017,Aug,Recycle,R-Glass,959
2017,Aug,Recycle,R-Plastic,2667
2017,Aug,Recycle,R-Plastic,1169
2017,Aug,Recycle,R-Metal,1618
2017,Aug,Recycle,R-Metal,270
2017,Aug,Recycle,R-Plastic,839
2017,Sep,Recycle,R-Cardboard,"24,194"
2017,Sep,Recycle,R-Paper,20092
2017,Sep,Recycle,R-Glass,951
2017,Sep,Recycle,R-Plastic,2645
2017,Sep,Recycle,R-Plastic,1159
2017,Sep,Recycle,R-Metal,1605
2017,Sep,Recycle,R-Metal,268
2017,Sep,Recycle,R-Plastic,832
2017,Oct,Recycle,R-Cardboard,"36,856"
2017,Oct,Recycle,R-Paper,27241
2017,Oct,Recycle,R-Glass,3959
2017,Oct,Recycle,R-Plastic,2828
2017,Oct,Recycle,R-Plastic,1602
2017,Oct,Recycle,R-Metal,2168
2017,Oct,Recycle,R-Metal,283
2017,Oct,Recycle,R-Plastic,1508
2017,Nov,Recycle,R-Cardboard,"32,703"
2017,Nov,Recycle,R-Paper,24172
2017,Nov,Recycle,R-Glass,3513
2017,Nov,Recycle,R-Plastic,2509
2017,Nov,Recycle,R-Plastic,1422
2017,Nov,Recycle,R-Metal,1924
2017,Nov,Recycle,R-Metal,251
2017,Nov,Recycle,R-Plastic,1338
2017,Dec,Recycle,R-E-waste,4431
2017,Dec,Recycle,R-Mixed recycling,2096
2017,Dec,Recycle,R-Mixed recycling,4192
2017,Dec,Recycle,R-Mixed recycling,1048
2017,Dec,Recycle,R-Mixed recycling,3144
2017,Sep,Recycle,R-Confidential shredding,6750
2017,Oct,Recycle,R-Confidential shredding,8175
2017,Nov,Recycle,R-Confidential shredding,6750
2017,Dec,Recycle,R-Confidential shredding,6150
2017,Dec,Recycle,R-Cardboard,17141
2017,Dec,Recycle,R-Paper,12670
2017,Dec,Recycle,R-Glass,1841
2017,Dec,Recycle,R-Plastic,1315
2017,Dec,Recycle,R-Plastic,745
2017,Dec,Recycle,R-Metal,1008
2017,Dec,Recycle,R-Metal,132
2017,Dec,Recycle,R-Plastic,701
2017,Jun,Recycle,R-Mixed recycling,680
2017,Aug,Recycle,R-Metal,4480
2017,Sep,Recycle,R-Metal,5000
2017,Oct,Recycle,R-Metal,3420
2017,Dec,Recycle,R-Metal,2060
2017,Nov,Recycle,R-Metal,4320
2017,Jan,Reuse,D-Food Recovery Network,920.3
2017,Feb,Reuse,D-Food Recovery Network,2059.6
2017,Mar,Reuse,D-Food Recovery Network,1111.7
2017,Apr,Reuse,D-Food Recovery Network,764
2017,May,Reuse,D-Food Recovery Network,1049.5
2017,Jun,Reuse,D-Food Recovery Network,660
2017,Jul,Reuse,D-Food Recovery Network,418.75
2017,Aug,Reuse,D-Food Recovery Network,305
2017,Sep,Reuse,D-Food Recovery Network,563
2017,Oct,Reuse,D-Food Recovery Network,336
2017,Nov,Reuse,D-Food Recovery Network,333
2017,Dec,Reuse,D-Food Recovery Network,115
2017,Jun,Reuse,D-Donations,1774
2017,Jun,Reuse,D-Donations,327
2017,Jun,Reuse,D-Donations,"1,838"
2017,May,Reuse,D-Swap For Good,566
2018,Jan,Reuse,D-Food Recovery Network,739
2018,Jan,Compost,C-Yardwaste,7680
2018,Jan,Compost,C-Yardwaste,6860
